0.623732,0.608312,0.61161,0.205327,0.17325,0.623402,0.629257,0.649872,0.619362,0.61161,0.619197,0.610621,0.219098,0.637586,0.631813,0.636596,0.626536,0.637091,0.622413,0.641874,0.63973,0.641544,0.637091,0.64946,0.637008,0.642945,0.645007,0.65012,0.662406,0.66018,0.646656,0.659273,0.658036,0.65416,0.648883,0.667601,0.669993,0.65449,0.660345,0.678404,0.663561,0.655232,0.671065,0.683764,0.678568,0.677332,0.621341,0.683928,0.690938,0.688299,0.674281,0.673126,0.689288,0.688134,0.689701,0.707924,0.607405,0.69671,0.688959,0.700008,0.698854,0.684341,0.722273,0.734972,0.417769,1.018231
0.623732,0.598664,0.60254,0.208213,0.165581,0.624227,0.61862,0.66455,0.61359,0.603364,0.618537,0.623237,0.219098,0.415107,0.63437,0.630576,0.628927,0.621918,0.635606,0.645914,0.649377,0.641084,0.627031,0.649213,0.639317,0.631731,0.651769,0.639894,0.653995,0.653171,0.651494,0.659273,0.655974,0.641915,0.668673,0.670116,0.657376,0.65449,0.677744,0.675188,0.665622,0.647316,0.670405,0.677868,0.676425,0.665787,0.621341,0.687887,0.684258,0.688299,0.669993,0.680877,0.676012,0.688134,0.689701,0.700585,0.608889,0.71147,0.688959,0.693741,0.698854,0.68579,0.71683,0.734972,0.627565,1.527801
0.626165,0.608394,0.611446,0.197741,0.160633,0.174487,0.622,0.640472,0.620434,0.615156,0.611198,0.631071,0.219098,0.192628,0.629339,0.635277,0.627773,0.618207,0.6394,0.636514,0.636184,0.640625,0.639565,0.660015,0.641544,0.643358,0.627608,0.651521,0.656634,0.657046,0.656332,0.664633,0.645337,0.629669,0.661004,0.672631,0.671724,0.65449,0.656304,0.665705,0.667684,0.652346,0.669745,0.671972,0.667436,0.683269,0.621341,0.688134,0.687392,0.684368,0.66991,0.688629,0.699431,0.669086,0.684835,0.709409,0.607817,0.703389,0.688959,0.687474,0.694731,0.687239,0.711305,0.734972,0.628,1.528354
0.628597,0.606168,0.603694,0.185701,0.159644,0.163602,0.614909,0.638245,0.626124,0.619032,0.615486,0.622248,0.194525,0.185536,0.627443,0.639647,0.631813,0.624969,0.643605,0.636514,0.638905,0.640165,0.645997,0.642616,0.636843,0.630576,0.6488,0.643523,0.666942,0.647069,0.661169,0.660633,0.64311,0.655562,0.649377,0.660839,0.66455,0.669168,0.660468,0.677414,0.676012,0.657376,0.670817,0.678074,0.676342,0.670075,0.621341,0.689453,0.68665,0.680438,0.667601,0.687488,0.697782,0.695143,0.691845,0.70075,0.613177,0.697287,0.688959,0.683599,0.709326,0.688688,0.707842,0.734972,0.628528,1.531625
0.629834,0.61293,0.598829,0.603447,0.16253,0.15148,0.611198,0.632762,0.620186,0.609631,0.616228,0.623485,0.194195,0.178362,0.635112,0.635194,0.631896,0.616228,0.623402,0.632308,0.63874,0.639706,0.646821,0.6394,0.639152,0.645007,0.647069,0.656469,0.662489,0.667436,0.660468,0.656634,0.6394,0.661774,0.650367,0.665787,0.667601,0.687969,0.664633,0.683928,0.689536,0.662406,0.666942,0.674198,0.666447,0.673538,0.634638,0.683681,0.688546,0.676507,0.676754,0.686347,0.687969,0.696792,0.698854,0.704131,0.592067,0.693741,0.702894,0.697534,0.723922,0.690137,0.704461,0.734972,0.629311,1.534288
0.630894,0.605179,0.587202,0.610374,0.179599,0.154531,0.620021,0.627278,0.617548,0.616888,0.620516,0.631071,0.221324,0.185124,0.635524,0.646161,0.622413,0.630082,0.63305,0.638658,0.627031,0.639247,0.635689,0.652841,0.637008,0.619197,0.657623,0.656551,0.654572,0.655892,0.659767,0.665292,0.653665,0.667986,0.664138,0.670735,0.666715,0.688402,0.668756,0.673456,0.682279,0.662777,0.661788,0.687227,0.669745,0.684753,0.647934,0.687804,0.68665,0.673232,0.672879,0.685207,0.684011,0.699678,0.690553,0.706028,0.612188,0.696792,0.678981,0.673209,0.713532,0.691585,0.715717,0.734972,0.629572,1.534717
0.631955,0.606251,0.612847,0.606333,0.226107,0.163519,0.392842,0.38002,0.624557,0.614084,0.619444,0.626866,0.424837,0.205987,0.645337,0.632968,0.617383,0.638822,0.631071,0.637998,0.638905,0.638787,0.647893,0.637503,0.639565,0.63305,0.632555,0.656469,0.661334,0.658778,0.669828,0.66422,0.645749,0.674198,0.648223,0.665292,0.665828,0.688835,0.672549,0.671312,0.675023,0.663148,0.656634,0.664468,0.682362,0.673786,0.661231,0.686072,0.692669,0.669957,0.669003,0.684066,0.67964,0.673126,0.682252,0.684341,0.593881,0.694483,0.682798,0.692339,0.700585,0.693034,0.726973,0.734972,0.630319,1.537104
0.633015,0.611446,0.59586,0.60287,0.610786,0.19436,0.165663,0.132762,0.616888,0.612765,0.623732,0.626783,0.62835,0.425332,0.202606,0.635895,0.613507,0.640802,0.631319,0.635606,0.630659,0.638328,0.645337,0.644017,0.639565,0.631896,0.63404,0.642368,0.657129,0.646244,0.665498,0.663148,0.643688,0.666144,0.651521,0.655232,0.664942,0.689268,0.659273,0.663231,0.666735,0.653212,0.656057,0.669704,0.681867,0.69069,0.674528,0.684588,0.680548,0.666682,0.687557,0.682925,0.685,0.685907,0.673951,0.710233,0.614826,0.70108,0.686614,0.695803,0.688381,0.694483,0.720129,0.734961,0.648196,1.558311
0.634075,0.61227,0.588851,0.60188,0.61796,0.246392,0.176961,0.14612,0.615733,0.610786,0.619774,0.620681,0.623815,0.644677,0.220335,0.638822,0.625876,0.62299,0.627525,0.647976,0.644017,0.637868,0.660757,0.650862,0.633545,0.649048,0.646656,0.653336,0.655067,0.649955,0.661169,0.660675,0.642533,0.658091,0.668921,0.671147,0.664055,0.689701,0.65952,0.659932,0.658448,0.643275,0.666034,0.67494,0.668261,0.685743,0.678981,0.688959,0.692752,0.663408,0.683351,0.681784,0.679228,0.690773,0.685083,0.707347,0.594706,0.701987,0.690431,0.699266,0.694731,0.702358,0.715511,0.734951,0.70598,1.624981
0.635135,0.613012,0.60254,0.601715,0.609466,0.433331,0.199802,0.167972,0.615239,0.610703,0.610621,0.630989,0.631071,0.634864,0.218026,0.412963,0.626041,0.622743,0.635689,0.634452,0.644347,0.637409,0.646739,0.642698,0.642121,0.629917,0.635442,0.656881,0.661169,0.660675,0.65684,0.658201,0.646904,0.650037,0.65886,0.680877,0.670281,0.666942,0.659767,0.662076,0.656222,0.670652,0.676012,0.66991,0.675517,0.682774,0.673813,0.676012,0.685165,0.660133,0.679146,0.688381,0.682114,0.685743,0.689178,0.700668,0.595448,0.694483,0.694248,0.699101,0.701822,0.710233,0.722602,0.734941,0.729776,1.639759
